Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m)
1692672351,0,0,0,0,0,0,0,0,0,0,0,0,733.26,733.26
1692672352,2.712328767123288,0.821917808219178,0,2.65625,2.65625,0,0,0,0,0,0,0,733.26,733.26
1692672353,3.0821917808219177,0.9178082191780822,0,2.81641,2.81641,0,0,0,0,862,170,24.9,731.83,731.83
1692672354,3.493150684931507,1.0273972602739727,0.0136986301369863,3.07422,3.07422,4,4,14,0.1917808219178082,218,174,7.7,730.65,730.65
1692672355,3.164383561643836,1,0.0136986301369863,3.00391,3.00391,6,6,13.875,0.19006849315068494,222,174,7.6,730.6,730.6
1692672356,3.1232876712328768,1,0.0136986301369863,2.98047,2.98047,8,8,13.875,0.19006849315068494,222,174,7.6,730.59,730.59
1692672357,3.0273972602739727,1,0.0136986301369863,2.89453,2.89453,11,11,14.125,0.1934931506849315,224,174,7.7,730.56,730.56
1692672358,2.9315068493150687,1,0.0136986301369863,2.88281,2.88281,13,13,14.25,0.1952054794520548,224,174,7.7,730.54,730.54
1692672359,2.8219178082191783,1,0.0136986301369863,2.85938,2.85938,17,17,14.375,0.1969178082191781,224,174,7.6,730.44,730.44
1692672360,2.7945205479452055,1,0.0136986301369863,2.83984,2.83984,19,19,14.375,0.1969178082191781,224,174,7.5,730.37,730.37
1692672361,2.6575342465753424,1,0.0136986301369863,2.78125,2.78125,23,23,14.25,0.1952054794520548,228,176,7.3,730.18,730.18
1692672362,2.589041095890411,0.9863013698630136,0.0136986301369863,2.75781,2.75781,25,25,14.25,0.1952054794520548,232,176,7.2,730.06,730.06
1692672363,2.5342465753424657,0.9863013698630136,0.0136986301369863,2.78906,2.78906,29,29,13.625,0.18664383561643835,234,176,6.9,729.75,729.75
1692672364,2.5205479452054793,0.9863013698630136,0.0136986301369863,2.80078,2.80078,30,30,13.375,0.1832191780821918,236,178,6.8,729.61,729.61
1692672365,2.493150684931507,0.9863013698630136,0.0136986301369863,2.79297,2.79297,34,34,13.125,0.1797945205479452,238,178,6.8,729.31,729.31
1692672366,2.493150684931507,0.9863013698630136,0.0136986301369863,2.79688,2.79688,36,36,13,0.1780821917808219,238,178,6.7,729.15,729.15
1692672367,2.506849315068493,0.9863013698630136,0.0136986301369863,2.83594,2.83594,40,40,13,0.1780821917808219,238,178,6.7,728.85,728.85
1692672368,2.5205479452054793,0.9863013698630136,0.0136986301369863,2.85547,2.85547,42,42,13,0.1780821917808219,236,178,6.7,728.69,728.69
1692672369,2.547945205479452,0.9863013698630136,0.0136986301369863,2.87891,2.87891,46,46,13.125,0.1797945205479452,234,180,6.6,728.39,728.39
1692672370,2.5205479452054793,0.9863013698630136,0.0136986301369863,2.88672,2.88672,48,48,13.125,0.1797945205479452,234,180,6.6,728.22,728.22
1692672371,2.5205479452054793,0.9863013698630136,0.0136986301369863,2.90625,2.90625,52,52,13.25,0.1815068493150685,232,180,6.7,727.87,727.87
1692672372,2.5205479452054793,0.9863013698630136,0.0136986301369863,2.91016,2.91016,54,54,13.375,0.1832191780821918,232,180,6.7,727.69,727.69
